0,sentences
00:53:38 - 00:54:07 (30 sec),"We really do, we have great doctors -- but it's a long process. So they're not very sick. By the time they'd see the doctor 22 days later, they'd be terminally ill. Think of it. They would die. They would die on line waiting. They now have the right to go to a private doctor and we pay the bill. Forty-four years they've been trying to get it. I thought that was my idea."
00:54:07 - 00:54:40 (33 sec),"I came back, ""I got the greatest idea."" I said to all my medical people, ""I got the greatest idea. It's taken too long. We could never solve this problem. Too many people, too few doctors. They're great doctors, but you can't get to them. I got the greatest -- we're going to have the people go to a private doctor and we're going to pay for it."" And they said, ""Sir, we've been working on this for 44 years."" But I got it approved because I'm good at getting things approved, right?"
00:54:40 - 00:55:04 (24 sec),"Right? All done. All done. And these people helped me. Right there. They helped me with it. Right there. And we also passed landmark V.A. accountability law to ensure anyone who mistreats our veterans will be held accountable. We say, ""Jim, you're fired. Out. Get out. Get out."" We had no right to do it. Between the unions and the civil servants, they could do anything."
00:55:04 - 00:55:27 (23 sec),"They could be sadists -- and they were. They were sadists. These are sick people. They -- they could be sadists. They could be stealing. They could be robbing you blind. They could be doing anything. You couldn't fire them. They were totally protected. Now, you just fire them. Get them out. We have secured a record $716 billion to rebuild our military and give our brave warriors their largest pay raise in a decade."
00:55:27 - 00:56:03 (36 sec),"And at my direction, the Pentagon is now working -- I'm so excited about this -- to create the sixth branch, number six, of the American armed forces, called the Space Force. We have the Air Force. Now we have the Space Force. I withdrew the United States from the horrible one-sided Iran nuclear disaster deal."
00:56:03 - 00:56:34 (31 sec),"And we've opened the American embassy in Jerusalem. Presidents have been promising that for many, many decades and I finally know why, because I was hit so hard when they heard I was going to do it. I got calls from every country in the world. ""Please, don't do it."" And I told you the story. I said, ""Look, I don't want to take any calls from any leaders of any countries."
00:56:34 - 00:56:52 (18 sec),"Tell them I'll call them back."" We were going to have it signed on a Monday. Big ceremony. I said, ""Tell them I'll call them back next week."" [Laughter] Because they were calling me and they were saying, ""Mr. President, please don't do that. Please. Please."" So I know why Obama and Bush and everybody didn't do it. I mean, I understand."
00:56:52 - 00:57:27 (35 sec),"There was a lot of pressure put on them. So I just said, ""Tell them I'll call them back next week."" So on Monday I signed it, and then on Tuesday, Wednesday and Thursday I called everybody back. ""Hi, how are you doing? What's up?"" [Laughter] ""Well, we didn't want you to do..."" I said, ""Oh, I'm sorry. Gee, it's too late."" I said, ""What can I do? What can I do?"" ""What can I do?"" For years you watched as your leaders apologized for America."
00:57:27 - 00:58:28 (61 sec),"Now you have a president who is standing up for America... more than ever before. [Audience Chants USA] We're standing up for your values, we're standing up for Minnesota and we are standing proudly for our national anthem. All right. I'll give you a quick story that they don't know. They've never heard."
00:58:28 - 00:58:47 (19 sec),"It's hard to believe; I thought they knew everything about me. So in making the deal with Mexico and then Canada, -- as you know, Canada was very tough, but that they worked out fine. And the NFL -- because we talk about the flag and the -- I'm not happy about it with the NFL. OK? I'm not happy, if it's OK with you guys -- is it OK with you?"
00:58:47 - 00:59:16 (30 sec),"Not happy. People should stand proudly for our national anthem and for our flag. So I'm not happy. I'm not happy. But that seems to be working out. Do you notice? That's seems to be working out very good. But to show you -- so we're making the deal with Canada. And it's big stuff. You know, it's cars and it's farming and it's agriculture and it's factories and it's big, big dollars."
00:59:16 - 00:59:38 (22 sec),"Tremendous. They say it's the largest trade deal ever made, $1.3 trillion. But I heard that the NFL had a big problem with Canada on their advertising, on the commercials. A big, big problem. I'm not going to get into what it was, but it was a very bad problem and it went on for years and it was really hurting the NFL. Now, I don't care."
00:59:38 - 00:59:53 (15 sec),"I like some of the people. I don't like some of the -- it doesn't matter. It's an American company. It's a great American company. So during the negotiation I said, ""You've got to fix the NFL problem."" They said, ""What?"" I said, ""You've got to fix the NFL problem."" Took me two minutes and now the NFL is so happy it's all worked out."
00:59:53 - 01:00:15 (21 sec),It's all worked out. They don't know that. It's all worked out. We've got to fix it. And now our country will be taking tens of millions of dollars more money. It's going to go -- a lot of it's going to go to the players and they'll still hate me. Can you believe it? But you know what? Think of it. It took me two minutes.
01:00:15 - 01:00:39 (24 sec),"You've got to fix the problem. It's because -- not because I love them or don't like them. I do like them. It's a great American company. I said, ""You've got to fix the NFL problem. It's unfair what you do to them during the Super Bowls. Very unfair."" And I got a call from Roger Goodell. No, very nice. And I figured he was calling about the flag."
01:00:39 - 01:01:05 (27 sec),"Like, to say, ""Could you leave us alone, please?"" [Laughter] And he wasn't. He said, ""Mr. President, I'd like to thank you for what you did. You solved a problem that was going on for years."" The Obama administration couldn't do it. Nobody could do it. Nobody could get it done. I did it in two minutes. It was like, ""You've got to do it. We've got to do it."" It was a tiny, little part of the deal."
01:01:05 - 01:01:26 (20 sec),"I figured, ""What the hell? It was like two sentences."" But it was very nice. Roger Goodell called me and then Bob Kraft, who owns -- who's a great owner. Now, it's great to have Coach Belichick and Tom Brady, that's a good thing, right? I always say, ""Bob, you're a great owner and you're one of the luckiest men on Earth."
01:01:26 - 01:01:41 (16 sec),"You took Tom Brady in the sixth round, right? And you have the greatest coach in football."" That's a good thing and he's a great guy. But he called me to thank me and Roger Goodell called to thank me. Very nice. And we're all friends. I want what's good for the country. People said to me... True. One of my killers called up. We have very tough negotiators, very smart guys."
01:01:41 - 01:01:55 (14 sec),"We have, like, the A Team of the world. And he said, ""You know, we could have that -- that NFL thing. I heard about it for years."" Everybody heard about it, what they were doing. I said -- I said -- they said, ""You know, I think we could fix that NFL deal for you."" I said, ""Let's fix it."" They said, ""Really?"
01:01:55 - 01:02:16 (21 sec),"You want to do that?"" I said, ""No. They're a great American company. They're going to pay tax on that money. They're going to pay the money to people that work and live in our country. Fix the deal."" They were surprised. I said, ""Fix it."" They fixed it and it was a nice thing. OK, enough of that. That's enough of that."
01:02:16 - 01:02:32 (16 sec),"True. So the NFL, good company, great, great people. We're lifting millions of our citizens -- and you know this -- from welfare to work, from dependence to independence and from poverty to prosperity. That's what's happening. That's what's happening. And a lot of people are coming out of prisons and they're able to get jobs now."
01:02:32 - 01:02:53 (21 sec),"Isn't that great? They're getting a second chance and even a third chance and they're getting jobs. And people that are hiring many of these prisoners are saying unbelievable how good they are. It's so beautiful to see. And before, they wouldn't have a chance. People didn't want to hire them. They're hiring people coming out of prison and these people are stepping up. I have a friend that hired many, quite a few, and he said, ""I can't say every one,"" but he said, ""These people are unbelievable."
01:02:53 - 01:03:18 (25 sec),"They're so hard-working. We've given them a second chance."" It's a -- to me, it's a beautiful thing. But to continue our incredible momentum, you have to get your friends and get your family and get your neighbors and your coworkers and get out, and you have to -- November 6th, you have to go out and vote Republican."
01:03:18 - 01:03:56 (39 sec),"Send Jason Lewis and Jim Hagedorn to the House. And vote to send Karin Housley... Get Karin Housley into the Senate. We need her. We need her vote. We need her. She's going to be fantastic. Forget about Tina. Karin, they're going to get you in. A vote for Republicans is a vote for lower taxes, less regulation and more products made right here in the good old USA. That's what we want."
01:03:56 - 01:04:29 (33 sec),"It's a vote to respect our borders, respect our Constitution, and to love and respect the heroes of law enforcement. Great. They're great. They're great people. No easy job. And a vote for Republicans is a vote to reject the Democrat politics of anger, division and destruction -- it's destruction -- and to unite together as citizens, as patriots and as Americans."
01:04:29 - 01:05:06 (37 sec),"To everyone in this beautiful, big, rich room, to every citizen watching across our land, this is your time to choose. It's a time to choose whether we turn backward to the failure and frustrations of the past, or whether we continue forward into a future of American greatness. It's not up to the media or to the pundits to decide your fate."
01:05:06 - 01:05:38 (32 sec),"It's up to you. This was the greatest movement, 2016, all of those hats, Make America Great Again. Look at them. Amazing. Amazing. It's the greatest movement in the history of our country. It is. I mean, there's never been a movement like this. There's never been a movement like this. As an example, the presidential election is not for two and a half years."
01:05:38 - 01:06:05 (27 sec),"Look at this room. Look at this. Look outside. This is not a normal situation. This is the greatest movement in the history of our country and they know it. And they don't even challenge me when I say it, because if I was wrong, there would be headlines. ""Donald Trump..."" [Laughter] It's up to the proud people of our country and the very proud people of Minnesota, a great state."
01:06:05 - 01:06:49 (44 sec),"You have the power with your votes to defend America's honor and reclaim America's future. Loyal citizens like you helped build this country. Together, we are taking back our country, returning power to the American people. This state was settled by tough pioneer men and strong pioneer women... who braved the wilderness to build a life and to build a home."
01:06:49 - 01:07:27 (38 sec),"They didn't have a lot of money, they didn't have a lot of luxury, but they all had one thing in common: They loved their families, they loved their country and they loved their god. These courageous patriots did not shed their blood, sweat and tears so that we could sit at home while others try to tear down their legacy and destroy our proud American heritage."
01:07:27 - 01:07:59 (32 sec),"For the sake of our freedom and for the sake of our children, we are going to work, we are going to fight and we are going to win, win, win. We will not bend. We will not break. We will never give in. We will never give up. We will never back down. We will never surrender. And we will always fight on to victory."
01:07:59 - 01:09:19 (80 sec),"Because we are Americans and our hearts bleed red, white and blue. We are one people, one family and one glorious nation under God, and together we will make America wealthy again... make America strong again... we will make America safe again... and we will make America great again. Thank you, Minnesota. Thank you. Thank you."
