0,sentences
00:56:00 - 00:56:38 (37 sec),"Giving our veterans the right to see a private doctor. Right? Our veterans. Forty-four years, they tried to pass it. When I first heard about it, I mean, it's not like I was studying it for my whole life. But I heard about it three-and-a-half years ago. I said, I have an idea. Let's -- when they wait on line for 10 days, 22 days, 38 days, you have to see, months and months, why don't we let them go see a private doctor and we paid the bill?"
00:56:38 - 00:57:05 (27 sec),"It will solve our problem. And I told everybody: I am the most brilliant guy in the world. Who else would think -- who else would think of that? So I go back to my people. I say, listen, I have this great idea. We can get these great vets to see the doctors. It's taken -- like 10 days was good. But some of them were ill, but not terribly ill."
00:57:05 - 00:57:25 (20 sec),"It took them so long, they would literally become terminally ill. It took them weeks and weeks to see a doctor. So I went to my people and I said, what an idea this is! They said, actually, sir, we've been trying to get that idea passed for 44 years. I'm good at getting things passed. We signed it three months ago."
00:57:25 - 00:57:58 (33 sec),"For our vets. And the landmark V.A. accountability law to ensure anyone who mistreats our great veterans can be held accountable. In other words, they're immediately fired. Not easy to get passed. They've been trying that one for about 46 years. We got that one passed, too. You think that was easy, getting that by -- I know you have a lot of union guys here."
00:57:58 - 00:58:26 (29 sec),"But do you think that was easy getting that by the unions? Do you think that was easy getting that passed by civil service? Not too easy. We got it passed. Somebody does something bad to our veterans, we fire them on the spot. And we secured $716 billion to fully rebuild the American military. And we gave our great warriors their largest pay raise in almost a decade."
00:58:26 - 00:59:07 (41 sec),"At my direction, the Pentagon is now working to create the sixth branch of the American armed forces, the Space Force. Very important. It's where it's at. That's where it's going. We want to always be the best. I withdrew the United States from the horrible, one-sided Iran nuclear deal. And I've recognized the capital of Israel and opened the American embassy in Jerusalem."
00:59:07 - 00:59:40 (33 sec),"Many, many presidents talked about they were going to do it, and they never had whatever it takes to do it. [Laughter] And I understand why, because there was a lot of pressure on that one. There were a lot of forces saying don't do it. I say, excuse me, get lost. But we did it. For years, you watched as your leaders apologized for America."
00:59:40 - 01:00:17 (37 sec),"Now you have a president who is standing up for America. We are standing up for your values. We are standing up for Pennsylvania. We are standing proudly for our national anthem. I need you to get your friends, get your families, get your neighbors, get your coworkers, and get out and vote Republican. Vote for Lou."
01:00:17 - 01:00:59 (42 sec),"Vote for Mike. Vote for all of these great people here. A vote for a Republican Congress is a vote for lower taxes, less regulation, and more products made right here in the USA. It's a vote to respect our borders, respect our Constitution, and respect the heroes of law enforcement. And a vote for Republicans is the vote for safety, opportunity, prosperity, and justice."
01:00:59 - 01:01:59 (60 sec),"It is not up to the media or the pundits to decide your fate. It is up to you. It is up to the people of Pennsylvania. It is up to the people of our country. You have the power with your vote to defend your family, your country, your values, your faith, and, indeed, to defend your dignity. Loyal citizens like you helped build this country, and together we are taking back our country, returning power back to the American people where it belongs."
01:01:59 - 01:02:31 (32 sec),"Pennsylvania is the state that rang the Liberty Bell, forged the railroads, and put steel into the spine of our country. Generations of Pennsylvania workers manned the furnaces, farmed the fields, and fought the battles that made America into the most powerful and prosperous nation in the history of the world."
01:02:31 - 01:03:20 (50 sec),"Unfortunately, years ago, they lost their way, but we have gotten that way back. These courageous Pennsylvania patriots did not shed their blood, sweat, and tears so that we could sit at home while others tried to erase their legacy and destroy our great and proud American heritage. For the sake of freedom, for the sake of our children, we are going to work, we are going to fight, and we are going to win, win, win."
01:03:20 - 01:04:05 (44 sec),"We will not bend, we will not break. We will never give in, we will never give up, we will never back down, and we will never surrender. And we will always fight on to victory. Because we are Americans, and our hearts bleed red, white, and blue. We are one people, one family, and one glorious nation under God."
01:04:05 - 01:04:30 (25 sec),"And always remember, together, we will make America wealthy again, we will make America strong again, we will make America safe again, and we will make America great again. Thank you, Pennsylvania. Thank you."
