0,sentences
01:00:25 - 01:00:42 (17 sec),"They would have gone to war. Millions and millions of people would have been killed. Millions of people. And I said to somebody in their administration. Have you ever talked? Have you ever agreed to meet? Have you ever like sit down and talk? ""Well we haven't thought about."" Oh, I see you're going to war, you're not going to talk."
01:00:42 - 01:01:02 (20 sec),"We'll beat anybody. What we have now coming in, I'm telling you it's the greatest power we've ever had, the greatest power in the world. You know why I have that? Because I don't want to use it. And when you have it, nobody is going to mess with us. OK. Nobody. I don't want to use it. Greatest power in the world."
01:01:02 - 01:01:33 (31 sec),"$716 billion, greatest power in the world. But we're doing great. And we have recognized the capital of Israel and opened the American embassy in Jerusalem. That's the other story I tell. That's the other story we tell. That's a big one. That's a big, big story. You know why? Because other presidents all said, there are many, many presidents, ""We're going to do it. We're going to do it."""
01:01:33 - 01:01:44 (10 sec),"Then the pressure goes on and they don't do it. And I see why, I don't blame them. Every leader called me, ""Don't do it, please. Don't do it, don't do it."" You know the story I refused to take their phone calls."
01:01:44 - 01:02:05 (21 sec),"I said, ""Tell them I'll call them back on Thursday next week."" And I'm signing like on Wednesday. Tell him I'm calling him back on Thursday. I look forward to speaking to him. I signed the deal. Now's the deal, then I call him back. ""Yeah. Hi. How are you doing?  What's up?"" Wow. ""We wanted to talk to you about Israel but it's a little late."""
01:02:05 - 01:02:32 (27 sec),"And the embassy, which was going to cost over a billion dollars, we built it for about $400,000, right, you know that, right. And the billion would have taken probably 20 years before you ever got to build it. And we took a piece of land that we own, already own, and it had a building on it. OK building. We fixed the building up a little bit."
01:02:32 - 01:02:51 (19 sec),"We took the big space in the corner. We used even Jerusalem stone, which is a very expensive if you're a building. Jerusalem stone is beautiful. How nice is that? And you know Jerusalem stone in Jerusalem sounds about right. We got it for the right price. And we built it for less than $500,000. Now think of it."
01:02:51 - 01:03:30 (39 sec),"And we opened it up and it's open now, we have our embassy. So we saved a billion dollars in twenty years and we have our embassy. We could do that with hundreds of this. For years you watched as your leaders apologize for America and now you have a president who is standing up for America. We're standing up for your values. We're standing up for Kansas and we're standing proudly."
01:03:30 - 01:04:29 (58 sec),"We're standing proudly for our great national anthem, right. I just helped Canada and the NFL make a deal that they've been trying to make for years. Can you believe it? Canada was taking advantage of the NFL. The NFL couldn't get it done. It took me about two seconds because it's pea -- It's, you know, it's a lot of money but it's not compared to corn, and crops, and dairy, and milk, and cars, and steel, and everything else. It's peanuts. I say you got to take care of it right. Because I want to help American companies. It took me like two minutes and we get it done. And I got a call from the commissioner of the NFL and I thought he was calling me to ask me to stop haunting them about standing for the American flag and for our national.."
01:04:29 - 01:05:05 (36 sec),"And he didn't. He called me to thank me. He said, ""The previous administration could not get it done. And you got it done. We didn't even know what you were trying to do it."" So now they'll have a lot more money to give to their players and their players will still hate me, but that's OK. Stand for it, just as long as they stand. Just as long as they stand for our flag and our anthem I don't care how they feel about that."
01:05:05 - 01:05:33 (28 sec),"But to continue our incredible momentum, you have to get your friends your family your neighbors your co-workers and get out and vote Republican, we need more people in D.C.. We don't have enough. Vote to send Kris Kobach to the governor's mansion and vote to send Steve Watkins to Congress. We always vote for Trump."
01:05:33 - 01:06:01 (28 sec),"A vote for Republicans is a vote for lower taxes, less regulation, and more products made right here in the USA. Finally, finally. We want it made here. It's a vote to respect our borders, respect our constitution, and respect the heroes of law enforcement, and that's what they are. They're our heroes."
01:06:01 - 01:06:31 (30 sec),"And a vote for Republicans is a vote to reject the Democrat politics of anger and division,  and destruction, and to reclaim America's true heritage and righteous destiny. We're losing that with these crazy loco people. To everyone in this room tonight, that's a lot of people, to every citizen watching across our land."
01:06:31 - 01:07:04 (33 sec),This is your time to choose. It's a time to choose whether we turn backward to the failure and frustration of the past or whether we continue forward into a future of American greatness. It's not up to the media. It's not up to the pundits. It's up to you to decide your fate.
01:07:04 - 01:07:18 (14 sec),"And remember this, what happened in 2016, and what's happening even more so now, I believe, because I've produced, and people see I produced, one of them said, ""He made a lot of promises and he actually produced more than he made promises."""
01:07:18 - 01:07:51 (33 sec),"I mean, you know, think about it. I did. I did. You have the power with your vote. To defend your family, your community, your country, and everything we hold sacred, and righteous, and true. Loyal citizens like you helped build this country, and together we are taking back our country, returning power to every day great American patriots."
01:07:51 - 01:08:20 (30 sec),"The state of Kansas was set up by tough pioneer men and strong women, who defied danger and brave the wilderness to build a beautiful life on the plains. Beautiful. Beautiful. Beautiful. Strong Women, strong women, strong."
01:08:20 - 01:08:52 (31 sec),"I'm sorry, fellas, stronger than the men, I'm sorry, fellas. Strong. They didn't have a lot of money, they didn't have a lot of luxury but they all had one thing in common, they love their families, they love their country, and they loved their god."
01:08:52 - 01:09:29 (37 sec),"These courageous patriots did not shed their blood, sweat, and tears so that we could sit at home while others try to erase their legacy and destroy our proud and great American heritage. For the sake of our freedom and for the sake of our children we are going to work, we are going to fight and we are going to win, win, win."
01:09:29 - 01:10:13 (44 sec),"We will not ban. We will not break. We will never give in. We will never give up. We will never back down. We will never surrender. And we will always fight on to victory. Because we are Americans and our hearts bleed red, white, and blue. We are one people. One Family. And one glorious nation under God."
01:10:13 - 01:10:42 (28 sec),"And together, we will make America wealthy again. We will make America strong again. We will make America safe again. And we will make America great again. Thank you, Kansas. Thank you."
